CustomerID,ChurningProbability,ModelChurningPrediction
8272-ONJLV,0.4856205934951781,1
5356-CSVSQ,0.4852177523102289,1
9398-MMQTO,0.4832895606526918,1
3587-PMCOY,0.4815554449146841,1
5895-QSXOD,0.4811286307760358,1
5175-WLYXL,0.4807741138514472,1
4468-KAZHE,0.4803767988595106,1
0376-OIWME,0.48005743606908025,1
6185-TASNN,0.4798426261891196,0
9643-YBLUR,0.47924601122687666,0
2931-FSOHN,0.47891768954460345,0
2227-JRSJX,0.478874400228453,0
9895-VFOXH,0.4782780327772461,0
9927-DSWDF,0.4779652313978814,0
4706-DGAHW,0.47773187401636574,0
1608-GMEWB,0.4776286009057536,0
7129-ACFOG,0.47688182576750676,0
6127-IYJOZ,0.4766040266286073,0
6907-FLBER,0.4755185316751734,0
8720-RQSBJ,0.47543014452659776,0
8313-KTIHG,0.475349071249081,0
7567-ECMCM,0.47518087837842693,0
1482-OXZSY,0.47505377998598197,0
4570-QHXHL,0.47477052579035733,0
5609-IMCGG,0.4746608721526606,0
3137-LUPIX,0.47398190910020094,0
9272-LSVYH,0.4728354018248036,0
0508-OOLTO,0.4724777223023545,0
2988-PLAHS,0.4723658754269398,0
3969-GYXEL,0.4720188630537525,0
3733-LSYCE,0.4714190076806826,0
7268-IGMFD,0.4712353425745624,0
7145-FEJWU,0.4709167881597182,0
1818-ESQMW,0.47001375615943863,0
0410-IPFTY,0.4694671051446424,0
9053-EJUNL,0.4692493659062948,0
6402-EJMWF,0.46916368323959623,0
3094-JOJAI,0.4691373147949799,0
6859-RKMZJ,0.4691192004142571,0
6537-QLGEX,0.4687625468716384,0
0430-IHCDJ,0.4680818748222628,0
2476-YGEFM,0.4680575206016625,0
0666-UXTJO,0.46781670932162145,0
6625-UTXEW,0.4672354052410482,0
2800-QQUSO,0.46719709436183315,0
9450-TRJUU,0.4671919161021931,0
3055-MJDSB,0.4668220539965244,0
3987-KQDDU,0.46659562778668084,0
2604-IJPDU,0.4665860024774801,0
5647-FXOTP,0.4661973425160356,0
1310-QRITU,0.46496653002150834,0
2675-DHUTR,0.46470461244180916,0
2275-RBYQS,0.46458158120158644,0
3737-XBQDD,0.4644654340283732,0
3688-FTHLT,0.46446310678260927,0
6464-KEXXH,0.46398540579181985,0
3323-CPBWR,0.46394937611300835,0
1478-VPOAD,0.4638891348757073,0
1230-QAJDW,0.46386043305817365,0
1833-TCXKK,0.4630946600305793,0
6693-FRIRW,0.4627104259436363,0
7421-ZLUPA,0.4620270096488047,0
9214-EKVXR,0.46190487204494796,0
7901-TBKJX,0.46078085720031,0
1536-HBSWP,0.46071188497756654,0
5404-GGUKR,0.4604006387451719,0
3234-VKACU,0.4603974335881068,0
0455-XFASS,0.45986833171140523,0
4465-VDKIQ,0.4595670310998373,0
8800-JOOCF,0.45952064844877843,0
6158-HDPXZ,0.4594985924213269,0
4680-KUTAJ,0.4593344102831649,0
4931-TRZWN,0.45927057533543253,0
6135-OZQVA,0.45926371945229083,0
1910-FMXJM,0.45888457382944275,0
0541-FITGH,0.4588507718984942,0
3481-JHUZH,0.4584910793380733,0
4537-DKTAL,0.45834370149215026,0
7401-RUBNK,0.458222682235086,0
4526-ZJJTM,0.4581687154344437,0
7798-JVXYM,0.4581580460326028,0
3439-GVUSX,0.4576849075835835,0
9699-UBQFS,0.45751224487934067,0
4948-WBBKL,0.45733612247927735,0
8887-IPQNC,0.4572698662688448,0
9168-INPSZ,0.4568164739174713,0
5365-LLFYV,0.45678748840246275,0
1728-BQDMA,0.4562378599699709,0
3278-FSIXX,0.4552986147792448,0
5419-JKZNQ,0.45467177902486955,0
9522-BNTHX,0.4543933255804721,0
1855-AGAWH,0.4537588839022399,0
2921-XWDJH,0.45263630329804133,0
2277-VWCNI,0.45070059511301735,0
5392-AKEMH,0.4505750436564499,0
2178-PMGCJ,0.45003861325516886,0
8180-AKMJV,0.4496288662885187,0
7813-ZGGAW,0.4493518083316552,0
7181-OQCUT,0.4486609206791836,0
1550-EENBN,0.4486242009077997,0
4553-DVPZG,0.44850832238118693,0
1777-JYQPJ,0.448354424696887,0
7048-GXDAY,0.4482156091153596,0
3961-SXAXY,0.4481047494119667,0
6650-VJONK,0.44772445577579,0
0374-IOEGQ,0.4476741947543088,0
0829-XXPLX,0.44722584326545617,0
5461-QKNTN,0.44693610928375366,0
1849-RJYIG,0.44621206248126416,0
3714-NTNFO,0.44603806623098763,0
1228-ZLNBX,0.4454406171164786,0
8096-LOIST,0.44503436831939136,0
7410-OIEDU,0.44488728621490514,0
5133-POWUA,0.4448356646429479,0
6259-WJQLC,0.4448061708311415,0
3566-HJGPK,0.4443609828391034,0
2874-YXVVA,0.44433218515932155,0
2786-GCDPI,0.4442547036038229,0
5968-VXZLG,0.4441376154514656,0
1942-OQFRW,0.4437685994515455,0
7929-DMBCV,0.4437341563326828,0
9793-WECQC,0.44322267822375655,0
8950-MTZNV,0.44322216235787654,0
8710-YGLWG,0.44312728741444235,0
9777-WJJPR,0.4430838854552432,0
6985-HAYWX,0.4425081256200452,0
6635-CPNUN,0.4422608627110756,0
9576-SYUHJ,0.4421937428926449,0
0082-LDZUE,0.4419891136343779,0
9029-FEGVJ,0.44108982592186086,0
3082-VQXNH,0.44070317442274703,0
6416-YJTTB,0.44053301512235254,0
9584-EXCDZ,0.44029468645506786,0
8734-DKSTZ,0.43986168991002267,0
3716-UVSPD,0.439100285313212,0
8785-CJSHH,0.43901956708709766,0
3058-WQDRE,0.43887559370817936,0
6646-JPPHA,0.4388447981533384,0
2105-PHWON,0.4387815712514445,0
8167-GJLRN,0.43870629908364944,0
9169-BSVIN,0.4379334952695052,0
3352-ALMCK,0.4370155589208797,0
0365-GXEZS,0.43652696819307274,0
0177-PXBAT,0.43622857319605124,0
9714-EDSUC,0.4361507914739677,0
7030-NJVDP,0.4352485765888173,0
6377-WHAOX,0.4352216572143193,0
1035-IPQPU,0.43467210749219454,0
9626-WEQRM,0.4329642018279483,0
5129-JLPIS,0.43291801962839843,0
9667-TKTVZ,0.4329012992811714,0
1261-FWTTE,0.43245938651988886,0
5886-VLQVU,0.43222311156704596,0
1329-VHWNP,0.43217719448596,0
8982-NHAVY,0.4319264778693723,0
1471-GIQKQ,0.4318913236343052,0
3001-UNBTL,0.43177780106358676,0
0641-EVBOJ,0.43173617116729934,0
9281-OFDMF,0.43138910926604523,0
2432-TFSMK,0.4313788420437461,0
4065-JJAVA,0.43104252778468033,0
8676-OOQEJ,0.4300762313579952,0
4109-CYRBD,0.42992995395657,0
9278-VZKCD,0.42969536198052527,0
4522-AKYLR,0.4293944472344346,0
2347-WKKAE,0.4291523949264494,0
6137-NICCO,0.4290313109739137,0
2103-ZRXFN,0.42897262931162855,0
2792-LSHWX,0.42770338744830116,0
1853-ARAAQ,0.42755197397827654,0
7504-UWHNB,0.4274124521119302,0
2038-LLMLM,0.42623023585234016,0
5568-DMXZS,0.426213576589203,0
0975-VOOVL,0.42587735923831843,0
0463-ZSDNT,0.42581507688459425,0
3197-ARFOY,0.42554921171193716,0
6218-KNUBD,0.42554688091519816,0
7982-VCELR,0.4253377403539445,0
6741-EGCBI,0.42513524475483916,0
3855-ONCAR,0.4250788482128042,0
1013-QCWAM,0.4247402196836768,0
7636-OWBPG,0.4247046598957964,0
0015-UOCOJ,0.42415487648496153,0
4062-HBMOS,0.4239937686407117,0
6745-JEFZB,0.4234651781681024,0
5331-RGMTT,0.4231988106451684,0
7277-OZCGZ,0.42280854348764463,0
1025-FALIX,0.4226461824390158,0
8450-UYIBU,0.42229672883492314,0
6180-YBIQI,0.4213798552171939,0
0118-JPNOY,0.42073821947388856,0
5515-RUGKN,0.4200587322729783,0
9547-ITEFG,0.4199305406941231,0
3569-EDBPQ,0.4197472528348706,0
1442-BQPVU,0.41941294883342917,0
3014-WJKSM,0.41824397817995806,0
9469-WEJBT,0.4182031359315433,0
4760-THGOT,0.4178021268541116,0
5046-NUHWD,0.41758347271947827,0
9631-XEYKE,0.41746586133996905,0
6128-AQBMT,0.41745623220989464,0
5947-SGKCL,0.41721046016881524,0
6789-HJBWG,0.4163351389269572,0
8158-WPEZG,0.4158593348775329,0
5146-CBVOE,0.4153525958746421,0
0027-KWYKW,0.41457423878324945,0
4727-MCYZG,0.4145418708249368,0
2573-GYRUU,0.4145205858044506,0
7326-RIGQZ,0.41429185554537196,0
4860-IJUDE,0.41386832154255293,0
3351-NGXYI,0.41381444217429464,0
9819-FBNSV,0.41378386167968756,0
1635-FJFCC,0.41362827885405534,0
5816-SCGFC,0.41233737594143177,0
1907-YLNYW,0.4121300333320196,0
0356-ERHVT,0.4120574353540724,0
5173-WXOQV,0.41177252308500106,0
1685-BQULA,0.4110167631527189,0
0003-MKNFE,0.4097959120336892,0
1845-ZLLIG,0.4097876308719142,0
1049-FYSYG,0.4093769047193937,0
3583-KRKMD,0.40871716711031536,0
7529-ZDFXI,0.40864233301553776,0
4226-KKDON,0.4079667319375368,0
5312-UXESG,0.4077956601627205,0
8544-GOQSH,0.4076667029528884,0
2257-BOVXD,0.4076074040091681,0
4811-JBUVU,0.40676316088000997,0
8725-JEDFD,0.40625846994818116,0
1689-YQBYY,0.40600852722747727,0
7876-BEUTG,0.40481530003173277,0
7928-VJYAB,0.4045365773069026,0
0311-QYWSS,0.40435694620371615,0
3956-CJUST,0.40395511362773284,0
8654-DHAOW,0.4038875762876984,0
9348-YVOMK,0.40380830658087025,0
9708-HPXWZ,0.4037892992347988,0
2712-SYWAY,0.40342315279528324,0
5712-AHQNN,0.40337512923267277,0
9281-PKKZE,0.4033431669086559,0
3446-QDSZF,0.40304284131370244,0
1465-LNTLJ,0.40296184884763064,0
4636-JGAAI,0.40278081611657024,0
5839-SUYVZ,0.40273568765785206,0
3345-PBBFH,0.40190968680695627,0
6591-QGOYB,0.4017662062781529,0
9992-UJOEL,0.40148030899819365,0
3413-BMNZE,0.401423332854382,0
2587-EKXTS,0.4012504648936072,0
4080-IIARD,0.40033783881079066,0
6862-CQUMB,0.39949933680152083,0
0531-ZZJWQ,0.399479899857331,0
2378-VTKDH,0.3990033460292262,0
4976-LNFVV,0.39886007459800216,0
4343-EJVQB,0.39853668165742495,0
1641-RQDAY,0.3980090854528878,0
6029-CSMJE,0.3980006960884756,0
0106-GHRQR,0.3978018698431904,0
2474-LCNUE,0.39753440319062744,0
2277-DJJDL,0.3974935232569488,0
8242-JSVBO,0.3973928933439196,0
8468-EHYJA,0.3971415246706993,0
8623-ULFNQ,0.39708070634436055,0
0468-YRPXN,0.39684398641789775,0
9112-WSNPU,0.39646583411109315,0
6614-VBEGU,0.3963337608116464,0
9261-WDCAF,0.39624649044090504,0
6133-OZILE,0.3961835831847814,0
3466-RITXD,0.39560243770096243,0
7272-QDCKA,0.39558889918759504,0
2207-QPJED,0.3955470631257026,0
6656-JWRQX,0.394772129697893,0
2960-NKRSO,0.3932667542474604,0
9054-FOWNV,0.3932587245153475,0
2826-DXLQO,0.3925893259145366,0
8069-YQQAJ,0.3924024076990279,0
5424-RLQLC,0.390443306399712,0
8058-DMYRU,0.38992777499851405,0
4993-JCRGJ,0.3896621200371484,0
3452-ABWRL,0.38949932739703585,0
2519-ERQOJ,0.3893711810606667,0
7554-AKDQF,0.3892138669627008,0
0585-EGDDA,0.3889917300354882,0
6145-NNPNO,0.3886963928140107,0
4067-HLYQI,0.38763859674735357,0
1379-FRVEB,0.3869188309343864,0
7905-TVXTA,0.386062345180315,0
1559-DTODC,0.3858666445497279,0
4280-DLSHD,0.3857428430571045,0
8751-EDEKA,0.38560369948682494,0
6075-SLNIL,0.38546421883748994,0
2272-UOINI,0.3850088894037206,0
1469-LBJQJ,0.384783123574518,0
2049-BAFNW,0.3847785045755905,0
6429-SHBCB,0.38472510635126667,0
4391-LNRXK,0.38470759256962805,0
8118-TJAFG,0.384674187097871,0
7754-IXRMC,0.3845565275527409,0
6582-OIVSP,0.38446553901534386,0
7252-NTGSS,0.38419262192306036,0
2040-VZIKE,0.38348504677952716,0
2672-OJQZP,0.3834651998156218,0
6645-MXQJT,0.3833733678771539,0
0380-NEAVX,0.38336798354798957,0
8124-NZVGJ,0.3828579252103585,0
1077-HUUJM,0.3823345089999088,0
8782-LKFPK,0.3821863478486994,0
3644-QXEHN,0.3818472932538032,0
5302-BDJNT,0.3817486786407764,0
5999-LCXAO,0.38153682605555667,0
7233-DRTRF,0.381529316044242,0
1928-BXYIV,0.38137612872681853,0
3808-HFKDE,0.3809114953048968,0
1320-REHCS,0.38069467680956826,0
3503-TYDAY,0.38060549969491636,0
7072-MBHEV,0.3805597545586965,0
4824-GUCBY,0.38007422248225986,0
6233-HXJMX,0.37956625072643624,0
6988-CJEYV,0.3794451638237066,0
4220-TINQT,0.37938629238116306,0
7055-HNEOJ,0.3790376371589839,0
3692-JHONH,0.37833783498948015,0
2014-MKGMH,0.3778543377740947,0
0422-UXFAP,0.3778351756924365,0
1047-NNCBF,0.3774217932909514,0
6726-WEXXK,0.3773171715868283,0
9108-EJFJP,0.37708788135600985,0
9873-MNDKV,0.3766836957640853,0
1421-HCERK,0.3763215791493535,0
4223-WOZCM,0.37561864025420455,0
1600-DILPE,0.37531907300739664,0
2460-NGXBJ,0.37450331748675725,0
5438-QMDDL,0.3744137942870358,0
7850-VWJUU,0.37437115788385145,0
9732-EQMWY,0.3739614908814181,0
5778-BVOFB,0.3739091781583074,0
6202-DYYFX,0.37388812030037066,0
5018-GWURO,0.37383745022182296,0
3005-TYFRD,0.37369984835083203,0
3509-GWQGF,0.3736686376836013,0
3589-PPVKW,0.37312634138273965,0
2770-NSVDG,0.3728193967441351,0
1816-FLZDK,0.3726686980449114,0
5934-RMPOV,0.3722743406511468,0
0112-QAWRZ,0.37201675272740925,0
0822-QGCXA,0.37123681171789463,0
4282-ACRXS,0.37115475422780025,0
5949-HGVJL,0.37061596967164884,0
0623-GDISB,0.370481075205223,0
0856-NAOES,0.37044429898406867,0
4320-QMLLA,0.369841457485494,0
0374-AACSZ,0.36952685375842653,0
1895-QTKDO,0.36941194265402705,0
1848-LBZHY,0.36937288859175765,0
5172-MIGPM,0.3692589960598114,0
9812-GHVRI,0.3682883828204587,0
4840-ORQXB,0.36824990370036376,0
5649-RXQTV,0.3681950885553136,0
5213-TWWJU,0.36735027456550806,0
4439-YRNVD,0.3669741134193709,0
8660-BUETV,0.36696518182596277,0
5939-XAIXZ,0.36615515288514083,0
3797-FKOGQ,0.3656490010649342,0
9244-ZVAPM,0.3656200012460928,0
6537-OTKMY,0.3651902596090792,0
6549-NNDYT,0.36470425137255663,0
4146-SVFUD,0.3638383759414922,0
6088-BXMRG,0.3637996105327857,0
5201-USSQZ,0.36359431694820055,0
5858-EAFCZ,0.3635714525799911,0
5981-ZVXOT,0.3633606230134966,0
2920-RNCEZ,0.36295550071581917,0
6817-WTYHE,0.3625543767055508,0
2139-FQHLM,0.3623235470064085,0
1564-HJUVY,0.36157729943987865,0
6847-KJLTS,0.3611627558256095,0
4329-YPDDQ,0.3610154390120897,0
1169-WCVAK,0.3606888862658577,0
0730-KOAVE,0.3605091484982711,0
6599-GZWCM,0.3604449053647369,0
5118-MUEYH,0.36035061017300735,0
2325-WINES,0.3599944466151681,0
6362-QHAFM,0.3599811246446113,0
9780-FKVVF,0.3597639703033253,0
3761-FLYZI,0.3587124100900106,0
8229-MYEJZ,0.3584504605812918,0
8329-UTMVM,0.3582718824530594,0
8149-AIQCG,0.35790763219920696,0
9774-NRNAU,0.35772776600429557,0
2824-MYYBN,0.35727815120853773,0
0295-QVKPB,0.35727556910959263,0
3932-IJWDZ,0.35694404597583906,0
1307-TVUFB,0.3564520411580844,0
9779-DPNEJ,0.35622335494732643,0
7766-CLTIC,0.3560038241748214,0
1258-YMZNM,0.3556905511288322,0
6143-JQKEA,0.35539574397272,0
6234-PFPXL,0.35466727706378487,0
9373-WSLOY,0.35408499194083515,0
1703-MGIAB,0.35401496640624197,0
9489-UTFKA,0.3525761044617102,0
3873-NFTGI,0.3525747693735488,0
5816-QVHRX,0.35184700418566234,0
7596-LDUXP,0.3514928378062317,0
5671-UUNXD,0.35125884458599566,0
8120-JDCAM,0.3509699833536816,0
2252-ISRNH,0.35096751157693845,0
9761-XUJWD,0.35082575291919965,0
5402-HTOTQ,0.3506422702484016,0
0867-LDTTC,0.3505875063306144,0
4480-MBMLB,0.35019590643371357,0
7009-LGECI,0.3501827905432805,0
6954-OOYZZ,0.3500337965532272,0
1596-OQSPS,0.3500312627514674,0
7312-XSBAT,0.3497708775677807,0
7794-JASDG,0.34935489333693887,0
6888-SBYAI,0.3492675070175282,0
3842-QTGDL,0.34921817723164517,0
4061-UKJWL,0.3491182419080202,0
6551-GNYDG,0.3485525879799546,0
1728-CXQBE,0.3475866675867431,0
3522-CDKHF,0.34742906100198556,0
4307-KWMXE,0.3472716837215997,0
8404-FYDIB,0.34703723874360776,0
0481-SUMCB,0.34668656676085347,0
8286-AFUYI,0.34662963721400913,0
6288-LBEAR,0.34646538113301395,0
7075-BNDVQ,0.346377065574508,0
7064-FRRSW,0.34628894399971816,0
8564-LDKFL,0.34609978320503293,0
1427-VERSM,0.34588337580440315,0
0771-WLCLA,0.34579173061108615,0
4950-BDEUX,0.34553601119367455,0
3566-VVORZ,0.3454855805154976,0
9003-CPATH,0.34545281434032177,0
2455-USLMV,0.3453156473264025,0
7869-ZYDST,0.34499007686327676,0
6624-JDRDS,0.34491246048339286,0
9643-AVVWI,0.34445274009877513,0
1763-WQFUK,0.34440436535844754,0
4026-SKKHW,0.3440192766266204,0
1357-BIJKI,0.34386571073398275,0
1996-DBMUS,0.3436848850286206,0
2101-RANCD,0.34353739334285865,0
7130-YXBRO,0.34274779495455476,0
8805-JNRAZ,0.34243789562513405,0
8910-LEDAG,0.3416022877863212,0
9233-PSYHO,0.34043761068125594,0
3258-SANFR,0.34043683040275685,0
7878-JGDKK,0.3398958501209178,0
6844-DZKRF,0.33985172128551855,0
9881-VCZEP,0.33949915118172663,0
5215-LNLDJ,0.33783355437489265,0
2190-BCXEC,0.3378139013221759,0
6854-EXGSF,0.3377542062979886,0
1552-AAGRX,0.3375003638245833,0
6710-HSJRD,0.3373328066503267,0
6257-RJOHI,0.33704290640825857,0
1480-IVEVR,0.33635004174118316,0
8757-TFHHJ,0.3356134766186244,0
3162-KKZXO,0.3355967822372407,0
1803-BGNBD,0.33490317330180447,0
7892-QVYKW,0.3347676840961154,0
0668-OGMHD,0.3346346988828147,0
2625-TRCZQ,0.3345340996146666,0
2018-PZKMU,0.33424721416844544,0
7054-ENNGU,0.33320578575726073,0
5055-MGMGF,0.33279944356194846,0
3301-LSLWQ,0.3326142067081713,0
0929-HYQEW,0.3325778812446777,0
2842-BCQGE,0.3321824691517239,0
7285-KLOTR,0.33197842716724124,0
9659-QEQSY,0.33148056822032473,0
5022-JNQEQ,0.3306290255445668,0
3069-SSVSN,0.3303426722418103,0
3717-LNXKW,0.33027220843915384,0
7343-EOBEU,0.33020911808285325,0
4238-HFHSN,0.32986688292303623,0
2181-UAESM,0.32975369951271194,0
7950-XWOVN,0.3296265769483626,0
7147-AYBAA,0.3294839725527655,0
6173-GOLSU,0.32901482023354983,0
0924-BJCRC,0.3287595796125719,0
1422-DGUBX,0.3284837559058676,0
6874-SGLHU,0.32813540678958175,0
9396-ZSFLL,0.3280510232992918,0
5527-ACHSO,0.32777347758430964,0
2027-WKXMW,0.327356779888933,0
4130-MZLCC,0.32702748987636565,0
8455-HIRAQ,0.32624874266227655,0
2208-UGTGR,0.3261682263765938,0
8967-SZQAS,0.3260988867449062,0
2692-PFYTJ,0.325565050972797,0
2862-PFNIK,0.3255077803247184,0
6637-KYRCV,0.3253060395846058,0
6818-DJXAA,0.3252738007537412,0
1976-AZZPJ,0.324730476414229,0
7905-NJMXS,0.3241902024685223,0
8791-GFXLZ,0.32412806052657545,0
5948-UJZLF,0.32407825233783877,0
2067-QYTCF,0.3239539056333107,0
5780-INQIK,0.32392896740021604,0
7966-YOTQW,0.32389714520260443,0
1548-FEHVL,0.3235967006068002,0
4983-CLMLV,0.3230418416221711,0
4482-FTFFX,0.32240385839152785,0
7271-AJDTL,0.3222976179834752,0
6908-VVYHM,0.3217254455737467,0
9795-VOWON,0.32167078053456943,0
7748-UMTRK,0.32166360805437644,0
4450-YOOHP,0.3210245331847473,0
7789-HKSBS,0.3208565839423036,0
7621-VPNET,0.3207801465964372,0
5686-CMAWK,0.3201931543753818,0
8388-FYNPZ,0.3200682007990983,0
3016-KSVCP,0.31992808028537084,0
2669-OIDSD,0.31961808503868827,0
2195-VVRJF,0.3192708875277905,0
9314-QDMDW,0.31864449403065387,0
2927-QRRQV,0.3185081980108652,0
1353-LJWEM,0.31811199839189225,0
3043-TYBNO,0.318091688382419,0
6360-SVNWV,0.3179034866279822,0
0080-OROZO,0.3176516509656442,0
3689-MOZGR,0.31708351642933025,0
9681-KYGYB,0.3170460337406814,0
7975-TZMLR,0.3163339520551541,0
5149-TGWDZ,0.31621945666547246,0
8807-ARQET,0.31573538435497295,0
2858-EIMXH,0.3155816823646627,0
5423-BHIXO,0.3153164135708034,0
7047-FWEYA,0.31531617227489567,0
7814-LEEVE,0.31507099731483834,0
9163-GHAYE,0.31498207584765003,0
1575-KRZZE,0.31490979064068575,0
4452-QIIEB,0.31459975998058914,0
8799-OXZMD,0.3143493895228371,0
4819-HJPIW,0.314006214553331,0
6576-FBXOJ,0.31375439339902267,0
3845-FXCYS,0.31369964467413475,0
3946-JEWRQ,0.313318484313902,0
2378-HTWFW,0.3127850592903478,0
1958-RNRKS,0.3125686657763138,0
9822-WMWVG,0.31245427859384317,0
2360-RDGRO,0.3123861639920057,0
1215-VFYVK,0.312375309573881,0
5843-TTHGI,0.31224883838112405,0
4123-FCVCB,0.31190180692334274,0
8095-WANWK,0.31185594615681667,0
3606-SBKRY,0.31151519081889173,0
3594-KADLU,0.3115123282843327,0
3898-GUYTS,0.3109460046747588,0
4646-QZXTF,0.3100993418036333,0
2480-JZOSN,0.30991638636301866,0
1845-CSBRZ,0.3096994852700865,0
4987-GQWPO,0.30953936299124796,0
2043-WVTQJ,0.3094912910096146,0
9767-FFLEM,0.3089561768380961,0
1456-TWCGB,0.30893190038806184,0
3113-IWHLC,0.3086480277245229,0
6538-POCHL,0.30856553593167724,0
4338-EYCER,0.30852694297631467,0
6713-OKOMC,0.3079680538178407,0
5600-PDUJF,0.30784081811831054,0
5651-WYIPH,0.3075144602956961,0
2792-VPPET,0.3074976895018362,0
9919-YLNNG,0.3071880181247386,0
4007-NHVHI,0.3071740430435737,0
6821-JPCDC,0.3071341653992096,0
8980-WQFWL,0.3070380335449428,0
6199-IWKGC,0.3070228026190684,0
3195-TQDZX,0.3069422483643553,0
2740-JFBOK,0.3066969491434943,0
9327-QSDED,0.30654275522183555,0
7693-QPEFS,0.3065409813598191,0
3349-ANQNH,0.30652879105664926,0
8896-BQTTI,0.3064426007425609,0
6807-SIWJI,0.30577127063416926,0
3452-SRFEG,0.30499827474612456,0
5133-VRSAB,0.3048685560781278,0
6344-SFJVH,0.3040467238106532,0
1024-KPRBB,0.30364768077158816,0
0060-FUALY,0.3033453942455054,0
4462-CYWMH,0.30224409641014527,0
4881-JVQOD,0.30210726915687486,0
8981-FJGLA,0.3020665192406732,0
8535-SFUTN,0.30203743934514926,0
2828-SLQPF,0.3016473056559916,0
2386-OWURY,0.301363178924803,0
6168-YBYNP,0.3012805752210931,0
5311-IHLEI,0.3008115998901678,0
7750-EYXWZ,0.300729985674255,0
2305-MRGLV,0.3007208872910177,0
2604-XVDAM,0.30030501906813595,0
9688-YGXVR,0.3002645731650817,0
9800-ONTFE,0.29992293012056664,0
0419-YAAPX,0.2998634638168985,0
3604-WLABM,0.2996369390549393,0
8885-QSQBX,0.29950590745079264,0
7629-WIXZF,0.29940013431785495,0
4415-WNGVR,0.29919710220267837,0
9356-AXGMP,0.29891229829650023,0
3345-JHUEO,0.29888364815094964,0
8445-DNBAE,0.298879160636011,0
4396-KLSEH,0.29839217879831886,0
8728-SKJLR,0.29800761118942337,0
2320-SLKMB,0.2977285509426448,0
0191-ZHSKZ,0.29771554763340324,0
7296-PIXQY,0.29765659225730867,0
2144-BFDSO,0.2975050946093363,0
5309-TAIKL,0.2973421604401471,0
4828-FAZPK,0.29659137114618267,0
2519-LBNQL,0.29658409780173145,0
2045-BMBTJ,0.2963439677801984,0
5651-CPDND,0.29617285645237756,0
6896-SRVYQ,0.29590384338810705,0
4957-TREIR,0.2953662014763421,0
2446-ZKVAF,0.29534027039366223,0
5371-VYLSX,0.29521111588870175,0
9904-EHEVJ,0.29512025023965777,0
5600-KTXFM,0.295049633425605,0
3071-VBYPO,0.29497133282874993,0
4176-FXYBO,0.2949057875552657,0
4945-RVMTE,0.2945773966015673,0
7594-LZNWR,0.2944645053071868,0
4672-FOTSD,0.29426129469395496,0
2087-QAREY,0.29417188637328545,0
8679-LZBMD,0.29350883313389337,0
8212-DJRCH,0.29343273327956604,0
8263-OKETD,0.2934102837992933,0
2027-CWDNU,0.2934000233511071,0
4070-OKWVH,0.2933447906771306,0
5066-GFJMM,0.29314445763904823,0
8800-ZKRFW,0.29283678924697437,0
8294-UIMBA,0.2927707800576211,0
0058-EVZWM,0.2927681800931122,0
6184-DYUOB,0.29275814563023456,0
7661-CPURM,0.2926367479919727,0
1217-VASWC,0.2926188138704497,0
3511-APPBJ,0.2912216797623291,0
5002-GCQFH,0.28996838724890206,0
0929-PECLO,0.2898926037449563,0
4692-NNQRU,0.28987726474163383,0
1370-GGAWX,0.2893657144571156,0
5366-OBVMR,0.28932406896727136,0
6629-LADHQ,0.2890822361673142,0
7319-VENRZ,0.28876939510001504,0
5136-RGMZO,0.2886095194887859,0
2452-KDRRH,0.2885821113029781,0
